"scenario","year","biomass","species"
"Status quo",2100,0.1929247,"Zooplankton"
"RCP 2.6",2100,0.2333359,"Zooplankton"
"RCP 4.5",2100,0.3351155,"Zooplankton"
"RCP 8.5",2100,0.4239931,"Zooplankton"
"Status quo",2100,0.1255979,"Phytoplankton"
"RCP 2.6",2100,0.1317177,"Phytoplankton"
"RCP 4.5",2100,0.1113151,"Phytoplankton"
"RCP 8.5",2100,0.050343,"Phytoplankton"
"Status quo",2100,210.9014,"Digenea simplex"
"RCP 2.6",2100,211.1363,"Digenea simplex"
"RCP 4.5",2100,203.1642,"Digenea simplex"
"RCP 8.5",2100,94.9901,"Digenea simplex"
"Status quo",2100,849.1876,"Other algal turf"
"RCP 2.6",2100,834.073,"Other algal turf"
"RCP 4.5",2100,754.4632,"Other algal turf"
"RCP 8.5",2100,514.4454,"Other algal turf"
"Status quo",2100,0.02454549,"Sea birds"
"RCP 2.6",2100,0.01852968,"Sea birds"
"RCP 4.5",2100,0.02775958,"Sea birds"
"RCP 8.5",2100,0.005091529,"Sea birds"
"Status quo",2100,0.08280783,"Turtles"
"RCP 2.6",2100,0.07412977,"Turtles"
"RCP 4.5",2100,0.0428396,"Turtles"
"RCP 8.5",2100,0.001457899,"Turtles"
"Status quo",2100,0.2610041,"Cephalopoda"
"RCP 2.6",2100,0.2160199,"Cephalopoda"
"RCP 4.5",2100,0.1396113,"Cephalopoda"
"RCP 8.5",2100,0.07605747,"Cephalopoda"
"Status quo",2100,3.799656,"Panulirus spp."
"RCP 2.6",2100,3.309933,"Panulirus spp."
"RCP 4.5",2100,0.4961642,"Panulirus spp."
"RCP 8.5",2100,1.746277e-12,"Panulirus spp."
"Status quo",2100,13.88231,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.03508,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.19223,"Benthic macroinvertebrates"
"RCP 8.5",2100,10.47699,"Benthic macroinvertebrates"
"Status quo",2100,19.16142,"Benthic microinvertebrates"
"RCP 2.6",2100,24.08312,"Benthic microinvertebrates"
"RCP 4.5",2100,17.6406,"Benthic microinvertebrates"
"RCP 8.5",2100,4.215026,"Benthic microinvertebrates"
"Status quo",2100,0.6784829,"Siderastrea stellata"
"RCP 2.6",2100,0.653528,"Siderastrea stellata"
"RCP 4.5",2100,0.2383745,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2060142,"Zooplankton"
"RCP 2.6",2100,0.236793,"Zooplankton"
"RCP 4.5",2100,0.3157965,"Zooplankton"
"RCP 8.5",2100,0.5034873,"Zooplankton"
"Status quo",2100,0.1151707,"Phytoplankton"
"RCP 2.6",2100,0.1140142,"Phytoplankton"
"RCP 4.5",2100,0.09863883,"Phytoplankton"
"RCP 8.5",2100,0.04817346,"Phytoplankton"
"Status quo",2100,231.8093,"Digenea simplex"
"RCP 2.6",2100,202.6987,"Digenea simplex"
"RCP 4.5",2100,187.8173,"Digenea simplex"
"RCP 8.5",2100,99.61124,"Digenea simplex"
"Status quo",2100,795.5084,"Other algal turf"
"RCP 2.6",2100,821.4196,"Other algal turf"
"RCP 4.5",2100,763.9589,"Other algal turf"
"RCP 8.5",2100,524.1423,"Other algal turf"
"Status quo",2100,0.04223162,"Sea birds"
"RCP 2.6",2100,0.04035794,"Sea birds"
"RCP 4.5",2100,0.02404723,"Sea birds"
"RCP 8.5",2100,0.006187668,"Sea birds"
"Status quo",2100,0.07944876,"Turtles"
"RCP 2.6",2100,0.06483592,"Turtles"
"RCP 4.5",2100,0.03474169,"Turtles"
"RCP 8.5",2100,0.001284528,"Turtles"
"Status quo",2100,0.1764177,"Cephalopoda"
"RCP 2.6",2100,0.2509019,"Cephalopoda"
"RCP 4.5",2100,0.1352822,"Cephalopoda"
"RCP 8.5",2100,7.390352e-17,"Cephalopoda"
"Status quo",2100,3.837073,"Panulirus spp."
"RCP 2.6",2100,3.848492,"Panulirus spp."
"RCP 4.5",2100,0.9964288,"Panulirus spp."
"RCP 8.5",2100,2.097441e-13,"Panulirus spp."
"Status quo",2100,13.22278,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.30335,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.74143,"Benthic macroinvertebrates"
"RCP 8.5",2100,8.070074,"Benthic macroinvertebrates"
"Status quo",2100,23.21583,"Benthic microinvertebrates"
"RCP 2.6",2100,32.23843,"Benthic microinvertebrates"
"RCP 4.5",2100,19.63428,"Benthic microinvertebrates"
"RCP 8.5",2100,11.67395,"Benthic microinvertebrates"
"Status quo",2100,0.6728736,"Siderastrea stellata"
"RCP 2.6",2100,0.7685176,"Siderastrea stellata"
"RCP 4.5",2100,0.2504184,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2579479,"Zooplankton"
"RCP 2.6",2100,0.2762359,"Zooplankton"
"RCP 4.5",2100,0.2481936,"Zooplankton"
"RCP 8.5",2100,0.4669348,"Zooplankton"
"Status quo",2100,0.1243738,"Phytoplankton"
"RCP 2.6",2100,0.1147827,"Phytoplankton"
"RCP 4.5",2100,0.09831175,"Phytoplankton"
"RCP 8.5",2100,0.0509893,"Phytoplankton"
"Status quo",2100,220.9259,"Digenea simplex"
"RCP 2.6",2100,205.5293,"Digenea simplex"
"RCP 4.5",2100,190.738,"Digenea simplex"
"RCP 8.5",2100,99.117,"Digenea simplex"
"Status quo",2100,758.3887,"Other algal turf"
"RCP 2.6",2100,763.2385,"Other algal turf"
"RCP 4.5",2100,717.9388,"Other algal turf"
"RCP 8.5",2100,460.1202,"Other algal turf"
"Status quo",2100,0.0200059,"Sea birds"
"RCP 2.6",2100,0.02601223,"Sea birds"
"RCP 4.5",2100,0.01965981,"Sea birds"
"RCP 8.5",2100,1e-20,"Sea birds"
"Status quo",2100,0.07790625,"Turtles"
"RCP 2.6",2100,0.07344476,"Turtles"
"RCP 4.5",2100,0.03966117,"Turtles"
"RCP 8.5",2100,5.733056e-05,"Turtles"
"Status quo",2100,0.3053158,"Cephalopoda"
"RCP 2.6",2100,0.2044779,"Cephalopoda"
"RCP 4.5",2100,0.106436,"Cephalopoda"
"RCP 8.5",2100,1.934496e-17,"Cephalopoda"
"Status quo",2100,2.890869,"Panulirus spp."
"RCP 2.6",2100,4.275181,"Panulirus spp."
"RCP 4.5",2100,0.5124233,"Panulirus spp."
"RCP 8.5",2100,6.91025e-13,"Panulirus spp."
"Status quo",2100,16.49411,"Benthic macroinvertebrates"
"RCP 2.6",2100,19.211,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.95885,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.526994,"Benthic macroinvertebrates"
"Status quo",2100,23.31521,"Benthic microinvertebrates"
"RCP 2.6",2100,22.86263,"Benthic microinvertebrates"
"RCP 4.5",2100,23.73165,"Benthic microinvertebrates"
"RCP 8.5",2100,0.1004049,"Benthic microinvertebrates"
"Status quo",2100,0.7304466,"Siderastrea stellata"
"RCP 2.6",2100,0.5953612,"Siderastrea stellata"
"RCP 4.5",2100,0.3044463,"Siderastrea stellata"
"RCP 8.5",2100,1.711012e-20,"Siderastrea stellata"
"Status quo",2100,0.232733,"Zooplankton"
"RCP 2.6",2100,0.2341964,"Zooplankton"
"RCP 4.5",2100,0.2639679,"Zooplankton"
"RCP 8.5",2100,0.6499555,"Zooplankton"
"Status quo",2100,0.121004,"Phytoplankton"
"RCP 2.6",2100,0.1178907,"Phytoplankton"
"RCP 4.5",2100,0.09946617,"Phytoplankton"
"RCP 8.5",2100,0.04800419,"Phytoplankton"
"Status quo",2100,197.195,"Digenea simplex"
"RCP 2.6",2100,201.3301,"Digenea simplex"
"RCP 4.5",2100,178.9688,"Digenea simplex"
"RCP 8.5",2100,99.2795,"Digenea simplex"
"Status quo",2100,811.7709,"Other algal turf"
"RCP 2.6",2100,785.5286,"Other algal turf"
"RCP 4.5",2100,730.8255,"Other algal turf"
"RCP 8.5",2100,492.1904,"Other algal turf"
"Status quo",2100,0.03595617,"Sea birds"
"RCP 2.6",2100,0.04286683,"Sea birds"
"RCP 4.5",2100,0.0238992,"Sea birds"
"RCP 8.5",2100,9.778249e-10,"Sea birds"
"Status quo",2100,0.08318679,"Turtles"
"RCP 2.6",2100,0.07270316,"Turtles"
"RCP 4.5",2100,0.0363777,"Turtles"
"RCP 8.5",2100,0.0001006875,"Turtles"
"Status quo",2100,0.3184055,"Cephalopoda"
"RCP 2.6",2100,0.2131128,"Cephalopoda"
"RCP 4.5",2100,0.1204224,"Cephalopoda"
"RCP 8.5",2100,2.654605e-08,"Cephalopoda"
"Status quo",2100,2.793911,"Panulirus spp."
"RCP 2.6",2100,1.782115,"Panulirus spp."
"RCP 4.5",2100,0.06211869,"Panulirus spp."
"RCP 8.5",2100,3.41409e-10,"Panulirus spp."
"Status quo",2100,14.90367,"Benthic macroinvertebrates"
"RCP 2.6",2100,13.4247,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.41492,"Benthic macroinvertebrates"
"RCP 8.5",2100,6.443273,"Benthic macroinvertebrates"
"Status quo",2100,23.80579,"Benthic microinvertebrates"
"RCP 2.6",2100,18.58493,"Benthic microinvertebrates"
"RCP 4.5",2100,18.2894,"Benthic microinvertebrates"
"RCP 8.5",2100,1.581013,"Benthic microinvertebrates"
"Status quo",2100,0.6786262,"Siderastrea stellata"
"RCP 2.6",2100,0.7070886,"Siderastrea stellata"
"RCP 4.5",2100,0.3663261,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2101978,"Zooplankton"
"RCP 2.6",2100,0.2736233,"Zooplankton"
"RCP 4.5",2100,0.3682246,"Zooplankton"
"RCP 8.5",2100,0.6442881,"Zooplankton"
"Status quo",2100,0.12814,"Phytoplankton"
"RCP 2.6",2100,0.1092174,"Phytoplankton"
"RCP 4.5",2100,0.09744509,"Phytoplankton"
"RCP 8.5",2100,0.04114478,"Phytoplankton"
"Status quo",2100,196.8396,"Digenea simplex"
"RCP 2.6",2100,219.0862,"Digenea simplex"
"RCP 4.5",2100,190.1082,"Digenea simplex"
"RCP 8.5",2100,93.56174,"Digenea simplex"
"Status quo",2100,776.9327,"Other algal turf"
"RCP 2.6",2100,812.7949,"Other algal turf"
"RCP 4.5",2100,737.72,"Other algal turf"
"RCP 8.5",2100,516.35,"Other algal turf"
"Status quo",2100,0.02887449,"Sea birds"
"RCP 2.6",2100,0.03035087,"Sea birds"
"RCP 4.5",2100,0.02062272,"Sea birds"
"RCP 8.5",2100,0.002045913,"Sea birds"
"Status quo",2100,0.08914132,"Turtles"
"RCP 2.6",2100,0.06872775,"Turtles"
"RCP 4.5",2100,0.0427429,"Turtles"
"RCP 8.5",2100,0.0002537465,"Turtles"
"Status quo",2100,0.2778206,"Cephalopoda"
"RCP 2.6",2100,0.1865263,"Cephalopoda"
"RCP 4.5",2100,0.1676188,"Cephalopoda"
"RCP 8.5",2100,0.3781714,"Cephalopoda"
"Status quo",2100,5.052758,"Panulirus spp."
"RCP 2.6",2100,1.072952,"Panulirus spp."
"RCP 4.5",2100,0.6880129,"Panulirus spp."
"RCP 8.5",2100,1.283381e-10,"Panulirus spp."
"Status quo",2100,15.92697,"Benthic macroinvertebrates"
"RCP 2.6",2100,14.26606,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.0609,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.932126,"Benthic macroinvertebrates"
"Status quo",2100,23.58374,"Benthic microinvertebrates"
"RCP 2.6",2100,20.17815,"Benthic microinvertebrates"
"RCP 4.5",2100,16.9901,"Benthic microinvertebrates"
"RCP 8.5",2100,2.220827,"Benthic microinvertebrates"
"Status quo",2100,0.8082132,"Siderastrea stellata"
"RCP 2.6",2100,0.6925113,"Siderastrea stellata"
"RCP 4.5",2100,0.2803235,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2660518,"Zooplankton"
"RCP 2.6",2100,0.2357682,"Zooplankton"
"RCP 4.5",2100,0.3499722,"Zooplankton"
"RCP 8.5",2100,0.7550776,"Zooplankton"
"Status quo",2100,0.1195445,"Phytoplankton"
"RCP 2.6",2100,0.1253635,"Phytoplankton"
"RCP 4.5",2100,0.09360979,"Phytoplankton"
"RCP 8.5",2100,0.04203114,"Phytoplankton"
"Status quo",2100,204.9136,"Digenea simplex"
"RCP 2.6",2100,216.942,"Digenea simplex"
"RCP 4.5",2100,185.0137,"Digenea simplex"
"RCP 8.5",2100,94.72876,"Digenea simplex"
"Status quo",2100,789.6104,"Other algal turf"
"RCP 2.6",2100,849.6905,"Other algal turf"
"RCP 4.5",2100,755.664,"Other algal turf"
"RCP 8.5",2100,469.0427,"Other algal turf"
"Status quo",2100,0.03181821,"Sea birds"
"RCP 2.6",2100,0.02565099,"Sea birds"
"RCP 4.5",2100,0.02957529,"Sea birds"
"RCP 8.5",2100,0.003476061,"Sea birds"
"Status quo",2100,0.07685497,"Turtles"
"RCP 2.6",2100,0.06375267,"Turtles"
"RCP 4.5",2100,0.03075277,"Turtles"
"RCP 8.5",2100,0.0003163197,"Turtles"
"Status quo",2100,0.3155045,"Cephalopoda"
"RCP 2.6",2100,0.1411191,"Cephalopoda"
"RCP 4.5",2100,0.03604507,"Cephalopoda"
"RCP 8.5",2100,0.01529378,"Cephalopoda"
"Status quo",2100,3.404666,"Panulirus spp."
"RCP 2.6",2100,1.167253,"Panulirus spp."
"RCP 4.5",2100,0.001861397,"Panulirus spp."
"RCP 8.5",2100,3.808927e-12,"Panulirus spp."
"Status quo",2100,19.22507,"Benthic macroinvertebrates"
"RCP 2.6",2100,14.16008,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.41927,"Benthic macroinvertebrates"
"RCP 8.5",2100,6.861936,"Benthic macroinvertebrates"
"Status quo",2100,20.98064,"Benthic microinvertebrates"
"RCP 2.6",2100,21.16709,"Benthic microinvertebrates"
"RCP 4.5",2100,18.91678,"Benthic microinvertebrates"
"RCP 8.5",2100,10.26398,"Benthic microinvertebrates"
"Status quo",2100,0.7745805,"Siderastrea stellata"
"RCP 2.6",2100,0.6808044,"Siderastrea stellata"
"RCP 4.5",2100,0.2939219,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.227922,"Zooplankton"
"RCP 2.6",2100,0.2500302,"Zooplankton"
"RCP 4.5",2100,0.2991739,"Zooplankton"
"RCP 8.5",2100,0.3850071,"Zooplankton"
"Status quo",2100,0.1188489,"Phytoplankton"
"RCP 2.6",2100,0.1221153,"Phytoplankton"
"RCP 4.5",2100,0.09332713,"Phytoplankton"
"RCP 8.5",2100,0.04760748,"Phytoplankton"
"Status quo",2100,208.6772,"Digenea simplex"
"RCP 2.6",2100,217.8237,"Digenea simplex"
"RCP 4.5",2100,172.8967,"Digenea simplex"
"RCP 8.5",2100,95.85944,"Digenea simplex"
"Status quo",2100,738.228,"Other algal turf"
"RCP 2.6",2100,848.3068,"Other algal turf"
"RCP 4.5",2100,738.5688,"Other algal turf"
"RCP 8.5",2100,478.2323,"Other algal turf"
"Status quo",2100,0.02628364,"Sea birds"
"RCP 2.6",2100,0.02086307,"Sea birds"
"RCP 4.5",2100,0.03788105,"Sea birds"
"RCP 8.5",2100,0.0002526325,"Sea birds"
"Status quo",2100,0.08128851,"Turtles"
"RCP 2.6",2100,0.06718563,"Turtles"
"RCP 4.5",2100,0.0460703,"Turtles"
"RCP 8.5",2100,0.0001705655,"Turtles"
"Status quo",2100,0.3022835,"Cephalopoda"
"RCP 2.6",2100,0.1573531,"Cephalopoda"
"RCP 4.5",2100,0.04982112,"Cephalopoda"
"RCP 8.5",2100,0.2990778,"Cephalopoda"
"Status quo",2100,3.122694,"Panulirus spp."
"RCP 2.6",2100,3.310358,"Panulirus spp."
"RCP 4.5",2100,0.3662792,"Panulirus spp."
"RCP 8.5",2100,4.598936e-16,"Panulirus spp."
"Status quo",2100,21.22086,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.70083,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.20768,"Benthic macroinvertebrates"
"RCP 8.5",2100,2.46559,"Benthic macroinvertebrates"
"Status quo",2100,26.30001,"Benthic microinvertebrates"
"RCP 2.6",2100,25.0236,"Benthic microinvertebrates"
"RCP 4.5",2100,21.4659,"Benthic microinvertebrates"
"RCP 8.5",2100,7.907408,"Benthic microinvertebrates"
"Status quo",2100,0.8274049,"Siderastrea stellata"
"RCP 2.6",2100,0.6472407,"Siderastrea stellata"
"RCP 4.5",2100,0.2758717,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2822761,"Zooplankton"
"RCP 2.6",2100,0.2296044,"Zooplankton"
"RCP 4.5",2100,0.2945159,"Zooplankton"
"RCP 8.5",2100,0.6473619,"Zooplankton"
"Status quo",2100,0.1249284,"Phytoplankton"
"RCP 2.6",2100,0.118387,"Phytoplankton"
"RCP 4.5",2100,0.1005742,"Phytoplankton"
"RCP 8.5",2100,0.04119696,"Phytoplankton"
"Status quo",2100,218.8179,"Digenea simplex"
"RCP 2.6",2100,207.4086,"Digenea simplex"
"RCP 4.5",2100,181.6953,"Digenea simplex"
"RCP 8.5",2100,95.41343,"Digenea simplex"
"Status quo",2100,843.5327,"Other algal turf"
"RCP 2.6",2100,725.0715,"Other algal turf"
"RCP 4.5",2100,756.8182,"Other algal turf"
"RCP 8.5",2100,505.4295,"Other algal turf"
"Status quo",2100,0.0206453,"Sea birds"
"RCP 2.6",2100,0.03329576,"Sea birds"
"RCP 4.5",2100,0.02143289,"Sea birds"
"RCP 8.5",2100,0.004567183,"Sea birds"
"Status quo",2100,0.08340944,"Turtles"
"RCP 2.6",2100,0.07861917,"Turtles"
"RCP 4.5",2100,0.04024502,"Turtles"
"RCP 8.5",2100,0.0004960945,"Turtles"
"Status quo",2100,0.3889692,"Cephalopoda"
"RCP 2.6",2100,0.2137044,"Cephalopoda"
"RCP 4.5",2100,0.1818727,"Cephalopoda"
"RCP 8.5",2100,0.05732687,"Cephalopoda"
"Status quo",2100,3.122868,"Panulirus spp."
"RCP 2.6",2100,3.951454,"Panulirus spp."
"RCP 4.5",2100,0.540518,"Panulirus spp."
"RCP 8.5",2100,4.080976e-10,"Panulirus spp."
"Status quo",2100,18.05672,"Benthic macroinvertebrates"
"RCP 2.6",2100,16.3987,"Benthic macroinvertebrates"
"RCP 4.5",2100,14.4341,"Benthic macroinvertebrates"
"RCP 8.5",2100,7.078125,"Benthic macroinvertebrates"
"Status quo",2100,26.5614,"Benthic microinvertebrates"
"RCP 2.6",2100,33.48846,"Benthic microinvertebrates"
"RCP 4.5",2100,19.82356,"Benthic microinvertebrates"
"RCP 8.5",2100,9.051906,"Benthic microinvertebrates"
"Status quo",2100,0.6916727,"Siderastrea stellata"
"RCP 2.6",2100,0.7313251,"Siderastrea stellata"
"RCP 4.5",2100,0.2762898,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2413342,"Zooplankton"
"RCP 2.6",2100,0.2948844,"Zooplankton"
"RCP 4.5",2100,0.3041607,"Zooplankton"
"RCP 8.5",2100,0.4401124,"Zooplankton"
"Status quo",2100,0.1205933,"Phytoplankton"
"RCP 2.6",2100,0.1204941,"Phytoplankton"
"RCP 4.5",2100,0.1041139,"Phytoplankton"
"RCP 8.5",2100,0.04170989,"Phytoplankton"
"Status quo",2100,230.3716,"Digenea simplex"
"RCP 2.6",2100,201.2982,"Digenea simplex"
"RCP 4.5",2100,197.3151,"Digenea simplex"
"RCP 8.5",2100,96.84293,"Digenea simplex"
"Status quo",2100,838.1601,"Other algal turf"
"RCP 2.6",2100,848.933,"Other algal turf"
"RCP 4.5",2100,753.9988,"Other algal turf"
"RCP 8.5",2100,494.9835,"Other algal turf"
"Status quo",2100,0.03275292,"Sea birds"
"RCP 2.6",2100,0.04165992,"Sea birds"
"RCP 4.5",2100,0.02624642,"Sea birds"
"RCP 8.5",2100,1.448954e-05,"Sea birds"
"Status quo",2100,0.08977606,"Turtles"
"RCP 2.6",2100,0.07364587,"Turtles"
"RCP 4.5",2100,0.03492817,"Turtles"
"RCP 8.5",2100,0.0001643479,"Turtles"
"Status quo",2100,0.3135614,"Cephalopoda"
"RCP 2.6",2100,0.3869344,"Cephalopoda"
"RCP 4.5",2100,0.1358657,"Cephalopoda"
"RCP 8.5",2100,9.762007e-07,"Cephalopoda"
"Status quo",2100,4.418926,"Panulirus spp."
"RCP 2.6",2100,2.181235,"Panulirus spp."
"RCP 4.5",2100,0.05489203,"Panulirus spp."
"RCP 8.5",2100,9.00676e-16,"Panulirus spp."
"Status quo",2100,17.28606,"Benthic macroinvertebrates"
"RCP 2.6",2100,19.45983,"Benthic macroinvertebrates"
"RCP 4.5",2100,19.88723,"Benthic macroinvertebrates"
"RCP 8.5",2100,7.366986,"Benthic macroinvertebrates"
"Status quo",2100,24.72049,"Benthic microinvertebrates"
"RCP 2.6",2100,29.6986,"Benthic microinvertebrates"
"RCP 4.5",2100,26.02947,"Benthic microinvertebrates"
"RCP 8.5",2100,0.6063126,"Benthic microinvertebrates"
"Status quo",2100,0.646213,"Siderastrea stellata"
"RCP 2.6",2100,0.6513163,"Siderastrea stellata"
"RCP 4.5",2100,0.3189486,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2425516,"Zooplankton"
"RCP 2.6",2100,0.2692778,"Zooplankton"
"RCP 4.5",2100,0.3219732,"Zooplankton"
"RCP 8.5",2100,0.3733859,"Zooplankton"
"Status quo",2100,0.131485,"Phytoplankton"
"RCP 2.6",2100,0.1077163,"Phytoplankton"
"RCP 4.5",2100,0.09444585,"Phytoplankton"
"RCP 8.5",2100,0.04830822,"Phytoplankton"
"Status quo",2100,196.1272,"Digenea simplex"
"RCP 2.6",2100,195.4036,"Digenea simplex"
"RCP 4.5",2100,183.4386,"Digenea simplex"
"RCP 8.5",2100,94.75954,"Digenea simplex"
"Status quo",2100,795.0453,"Other algal turf"
"RCP 2.6",2100,831.1899,"Other algal turf"
"RCP 4.5",2100,722.1804,"Other algal turf"
"RCP 8.5",2100,462.2352,"Other algal turf"
"Status quo",2100,0.02639342,"Sea birds"
"RCP 2.6",2100,0.03707148,"Sea birds"
"RCP 4.5",2100,0.0288623,"Sea birds"
"RCP 8.5",2100,0.004603033,"Sea birds"
"Status quo",2100,0.08569741,"Turtles"
"RCP 2.6",2100,0.06097567,"Turtles"
"RCP 4.5",2100,0.04224379,"Turtles"
"RCP 8.5",2100,0.0003874536,"Turtles"
"Status quo",2100,0.1415229,"Cephalopoda"
"RCP 2.6",2100,0.1886119,"Cephalopoda"
"RCP 4.5",2100,0.09346575,"Cephalopoda"
"RCP 8.5",2100,1.359867e-11,"Cephalopoda"
"Status quo",2100,5.790368,"Panulirus spp."
"RCP 2.6",2100,1.91259,"Panulirus spp."
"RCP 4.5",2100,0.3696781,"Panulirus spp."
"RCP 8.5",2100,3.54448e-09,"Panulirus spp."
"Status quo",2100,13.47128,"Benthic macroinvertebrates"
"RCP 2.6",2100,20.16602,"Benthic macroinvertebrates"
"RCP 4.5",2100,10.51519,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.212012,"Benthic macroinvertebrates"
"Status quo",2100,23.13348,"Benthic microinvertebrates"
"RCP 2.6",2100,23.87625,"Benthic microinvertebrates"
"RCP 4.5",2100,18.55544,"Benthic microinvertebrates"
"RCP 8.5",2100,14.86152,"Benthic microinvertebrates"
"Status quo",2100,0.6991772,"Siderastrea stellata"
"RCP 2.6",2100,0.6556102,"Siderastrea stellata"
"RCP 4.5",2100,0.278303,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.231456,"Zooplankton"
"RCP 2.6",2100,0.3082507,"Zooplankton"
"RCP 4.5",2100,0.4065359,"Zooplankton"
"RCP 8.5",2100,0.4059298,"Zooplankton"
"Status quo",2100,0.1265822,"Phytoplankton"
"RCP 2.6",2100,0.1132052,"Phytoplankton"
"RCP 4.5",2100,0.09966227,"Phytoplankton"
"RCP 8.5",2100,0.04544156,"Phytoplankton"
"Status quo",2100,203.0023,"Digenea simplex"
"RCP 2.6",2100,218.2782,"Digenea simplex"
"RCP 4.5",2100,179.8723,"Digenea simplex"
"RCP 8.5",2100,99.44437,"Digenea simplex"
"Status quo",2100,740.9825,"Other algal turf"
"RCP 2.6",2100,838.5439,"Other algal turf"
"RCP 4.5",2100,787.0339,"Other algal turf"
"RCP 8.5",2100,492.0609,"Other algal turf"
"Status quo",2100,0.02256706,"Sea birds"
"RCP 2.6",2100,0.02250368,"Sea birds"
"RCP 4.5",2100,0.03805289,"Sea birds"
"RCP 8.5",2100,0.004942065,"Sea birds"
"Status quo",2100,0.09078908,"Turtles"
"RCP 2.6",2100,0.06643444,"Turtles"
"RCP 4.5",2100,0.05336216,"Turtles"
"RCP 8.5",2100,0.0001063679,"Turtles"
"Status quo",2100,0.2796083,"Cephalopoda"
"RCP 2.6",2100,0.1727316,"Cephalopoda"
"RCP 4.5",2100,0.1086614,"Cephalopoda"
"RCP 8.5",2100,0.2235899,"Cephalopoda"
"Status quo",2100,4.579831,"Panulirus spp."
"RCP 2.6",2100,2.568128,"Panulirus spp."
"RCP 4.5",2100,0.0182486,"Panulirus spp."
"RCP 8.5",2100,8.978869e-07,"Panulirus spp."
"Status quo",2100,19.69076,"Benthic macroinvertebrates"
"RCP 2.6",2100,16.33514,"Benthic macroinvertebrates"
"RCP 4.5",2100,11.37078,"Benthic macroinvertebrates"
"RCP 8.5",2100,2.125619,"Benthic macroinvertebrates"
"Status quo",2100,24.92311,"Benthic microinvertebrates"
"RCP 2.6",2100,25.78914,"Benthic microinvertebrates"
"RCP 4.5",2100,14.10479,"Benthic microinvertebrates"
"RCP 8.5",2100,10.5319,"Benthic microinvertebrates"
"Status quo",2100,0.8345124,"Siderastrea stellata"
"RCP 2.6",2100,0.6090149,"Siderastrea stellata"
"RCP 4.5",2100,0.2292477,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2566732,"Zooplankton"
"RCP 2.6",2100,0.2103868,"Zooplankton"
"RCP 4.5",2100,0.3119677,"Zooplankton"
"RCP 8.5",2100,0.5054038,"Zooplankton"
"Status quo",2100,0.1209132,"Phytoplankton"
"RCP 2.6",2100,0.1070019,"Phytoplankton"
"RCP 4.5",2100,0.09771288,"Phytoplankton"
"RCP 8.5",2100,0.04994098,"Phytoplankton"
"Status quo",2100,215.5414,"Digenea simplex"
"RCP 2.6",2100,209.0246,"Digenea simplex"
"RCP 4.5",2100,197.8617,"Digenea simplex"
"RCP 8.5",2100,93.81634,"Digenea simplex"
"Status quo",2100,784.1719,"Other algal turf"
"RCP 2.6",2100,834.8073,"Other algal turf"
"RCP 4.5",2100,762.9732,"Other algal turf"
"RCP 8.5",2100,502.5727,"Other algal turf"
"Status quo",2100,0.02646309,"Sea birds"
"RCP 2.6",2100,0.04274161,"Sea birds"
"RCP 4.5",2100,0.02966546,"Sea birds"
"RCP 8.5",2100,9.611738e-06,"Sea birds"
"Status quo",2100,0.09187175,"Turtles"
"RCP 2.6",2100,0.07204038,"Turtles"
"RCP 4.5",2100,0.04162365,"Turtles"
"RCP 8.5",2100,0.0002134289,"Turtles"
"Status quo",2100,0.161238,"Cephalopoda"
"RCP 2.6",2100,0.1902481,"Cephalopoda"
"RCP 4.5",2100,0.1666905,"Cephalopoda"
"RCP 8.5",2100,0.1644356,"Cephalopoda"
"Status quo",2100,2.771469,"Panulirus spp."
"RCP 2.6",2100,3.362804,"Panulirus spp."
